"X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Hencky","eyy [1] - Hencky","exy [1] - Hencky","e1 [1] - Hencky","e2 [1] - Hencky","gamma [1] - Hencky","cxx [1/mm] - 31 filter","cyy [1/mm] - 31 filter","cxy [1/mm] - 31 filter","c1 [1/mm] - 31 filter","c2 [1/mm] - 31 filter","gamma_c [1] - 31 filter","phi [rad] - 15 filter","sigma [pixel]","q_ref [pixel]","r_ref [pixel]"
15.5,3,8.64216,1.06665,0.0723544,8.56477,0.0893696,0.0232525,0.000554868,0.0893744,0.0232477,0.00838996,-0.0113012,-0.00272659,-7.20209e-06,-0.00272657,-0.0113012,-0.423975,-0.00327036,0.00412465,238.088,-16.9603
16,3,8.4563,1.07825,0.0708891,8.38503,0.0894155,0.0228059,0.000589943,0.0894208,0.0228006,0.00885413,-0.0113217,-0.00273606,2.71086e-06,-0.00273605,-0.0113217,0.83511,-0.00337397,0.00411849,238.211,-17.0837
16.5,3,8.26234,1.08799,0.0692374,8.19883,0.0894986,0.022341,0.000614488,0.0895043,0.0223353,0.00915181,-0.0113439,-0.00274471,9.43562e-06,-0.0027447,-0.0113439,1.5697,-0.00346515,0.00428566,238.349,-17.2056
17,3,8.06054,1.09561,0.0676971,8.00501,0.0896226,0.0218519,0.000634102,0.0896286,0.0218459,0.00935857,-0.0113662,-0.00275233,1.37437e-05,-0.0027523,-0.0113663,1.5692,-0.00355114,0.00455903,238.492,-17.3279
17.5,3,7.85291,1.10086,0.0659827,7.80403,0.0897647,0.0213361,0.000644856,0.0897709,0.0213299,0.00942575,-0.0113871,-0.0027586,1.75704e-05,-0.00275857,-0.0113872,1.56876,-0.00362854,0.0047779,238.632,-17.4504
18,3,7.63834,1.10361,0.0642005,7.59576,0.0899202,0.0207956,0.000647774,0.0899263,0.0207894,0.00937288,-0.0114039,-0.00276325,2.18397e-05,-0.00276319,-0.0114039,1.56827,-0.00369809,0.00489837,238.775,-17.5724
18.5,3,7.41708,1.10325,0.0625003,7.38149,0.0901197,0.020234,0.000645388,0.0901258,0.0202279,0.00923625,-0.0114137,-0.00276591,2.65619e-05,-0.00276583,-0.0114138,1.56772,-0.00376413,0.00487423,238.927,-17.6976
19,3,7.18679,1.10032,0.0608789,7.16043,0.090355,0.0196524,0.000639533,0.0903609,0.0196465,0.0090459,-0.0114156,-0.00276624,3.12584e-05,-0.00276613,-0.0114158,1.56718,-0.00382592,0.00504838,239.097,-17.8268
19.5,3,6.94994,1.09425,0.0592367,6.93225,0.0905994,0.0190446,0.000637013,0.0906052,0.0190388,0.00890198,-0.0114109,-0.00276374,3.56935e-05,-0.00276359,-0.011411,1.56667,-0.00388553,0.00537291,239.269,-17.954
20,3,6.70203,1.08488,0.0574154,6.69397,0.0908277,0.0184125,0.000638212,0.0908334,0.0184067,0.00881174,-0.0114051,-0.00275859,4.06555e-05,-0.0027584,-0.0114053,1.56609,-0.00395065,0.00555767,239.452,-18.078
20.5,3,6.44687,1.07296,0.0557155,6.44856,0.0910388,0.0177555,0.000642592,0.0910445,0.0177498,0.00876576,-0.0114048,-0.00275125,4.76399e-05,-0.00275098,-0.0114051,1.56529,-0.00401939,0.00536558,239.641,-18.2044
21,3,6.18606,1.05814,0.0536741,6.19637,0.0912541,0.0170709,0.0006566,0.0912601,0.0170649,0.00884658,-0.0114155,-0.00274233,5.79916e-05,-0.00274194,-0.0114159,1.56411,-0.00409116,0.00537895,239.828,-18.3338
21.5,3,5.91755,1.04003,0.0516778,5.93686,0.0914735,0.0163598,0.00068304,0.0914798,0.0163535,0.00909577,-0.0114387,-0.00273339,7.21204e-05,-0.00273278,-0.0114393,1.56251,-0.00416462,0.0054926,240.024,-18.4667
22,3,5.63971,1.01861,0.0491077,5.66897,0.0917041,0.0156202,0.000713807,0.0917109,0.0156134,0.00938275,-0.0114731,-0.00272428,8.95714e-05,-0.00272335,-0.011474,1.56056,-0.0042489,0.00557448,240.23,-18.6027
22.5,3,5.35301,0.99335,0.0469861,5.39155,0.0919494,0.0148516,0.000753486,0.0919569,0.0148442,0.00977263,-0.0115134,-0.00271672,0.000109876,-0.00271534,-0.0115148,1.55831,-0.00434124,0.00559623,240.438,-18.7329
23,3,5.05778,0.964109,0.0453374,5.10625,0.0921949,0.0140514,0.000805834,0.0922033,0.014043,0.0103102,-0.0115562,-0.00271176,0.0001329,-0.00270976,-0.0115582,1.55577,-0.00444405,0.00563193,240.657,-18.8612
23.5,3,4.7512,0.929457,0.0433896,4.81214,0.0924399,0.0132172,0.000871405,0.0924496,0.0132075,0.0109947,-0.0115962,-0.00270992,0.000159045,-0.00270706,-0.011599,1.55291,-0.00456261,0.00603793,240.896,-18.9996
24,3,4.43586,0.891162,0.0412878,4.51073,0.0927339,0.0123519,0.00095446,0.0927453,0.0123405,0.0118662,-0.0116363,-0.00271079,0.000188649,-0.00270678,-0.0116403,1.54968,-0.00469867,0.00651517,241.151,-19.1371
24.5,3,4.11183,0.848363,0.0391664,4.19782,0.0931063,0.0114572,0.00105536,0.09312,0.0114435,0.0129225,-0.0116806,-0.0027159,0.000220439,-0.00271047,-0.0116861,1.54623,-0.00484975,0.00685463,241.395,-19.2674
25,3,3.77943,0.801394,0.0371221,3.87475,0.0935314,0.0105318,0.001163,0.0935477,0.0105154,0.0140075,-0.0117347,-0.00272058,0.000254013,-0.00271341,-0.0117418,1.54265,-0.00501741,0.00725013,241.636,-19.4037
25.5,3,3.43433,0.748309,0.0345401,3.54108,0.0939929,0.00957172,0.00127681,0.0940122,0.00955237,0.0151192,-0.0118022,-0.0027255,0.000284941,-0.00271656,-0.0118111,1.53945,-0.00519933,0.0079996,241.896,-19.5504
26,3,3.08033,0.690593,0.03161,3.20007,0.0947356,0.00857826,0.00139641,0.0947582,0.00855557,0.0161968,-0.0118882,-0.00272985,0.000309019,-0.00271943,-0.0118986,1.53711,-0.00540061,0.00850083,242.172,-19.6932
26.5,3,2.71632,0.626866,0.0294099,2.84845,0.0957173,0.00756177,0.00152498,0.0957437,0.00753531,0.0172834,-0.0119935,-0.00273408,0.000326143,-0.0027226,-0.0120049,1.53564,-0.00562037,0.00841376,242.453,-19.843
27,3,2.33951,0.557828,0.0270421,2.48417,0.0967656,0.0065242,0.00165378,0.096796,0.00649386,0.0183171,-0.0121202,-0.00274257,0.00033729,-0.00273045,-0.0121324,1.53489,-0.00584477,0.00817572,242.742,-19.9869
27.5,3,1.94988,0.482686,0.0239951,2.10913,0.0980796,0.00545782,0.0017897,0.0981142,0.0054232,0.0193119,-0.0122715,-0.00274786,0.000346152,-0.00273529,-0.012284,1.53452,-0.00608525,0.00850859,243.051,-20.125
28,3,1.54584,0.401289,0.0212805,1.72163,0.0998059,0.00436102,0.00193199,0.0998451,0.00432184,0.0202235,-0.0124579,-0.00275607,0.000356805,-0.00274295,-0.012471,1.5341,-0.00634059,0.00920129,243.379,-20.2602
28.5,3,1.13207,0.31264,0.0185486,1.32268,0.102073,0.00323898,0.00208698,0.102117,0.00319479,0.0210864,-0.0126869,-0.00276833,0.000372868,-0.00275431,-0.0127009,1.5333,-0.00661404,0.00951521,243.707,-20.4132
29,3,0.698909,0.2149,0.0157645,0.909002,0.104985,0.00210678,0.00224153,0.105034,0.00205782,0.021774,-0.0129639,-0.00278728,0.000390569,-0.00277226,-0.0129789,1.53251,-0.00692512,0.0121669,244.071,-20.5773
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-10,3.5,10.2442,-0.731451,0.10433,10.1147,0.0890087,0.0260197,-0.000648689,0.0890154,0.026013,-0.0102972,-0.0111066,-0.0025789,1.64471e-05,-0.00257872,-0.0111068,0.769775,0.00264705,0.00534336,238.476,-10.9973
-9.5,3.5,10.3531,-0.699582,0.105652,10.2202,0.0889603,0.0263198,-0.000651077,0.088967,0.026313,-0.0103925,-0.0111104,-0.00256574,-4.75247e-05,-0.00256539,-0.0111108,-0.908859,0.0025415,0.00526895,238.346,-11.1203
-9,3.5,10.4598,-0.667126,0.106596,10.3229,0.0889031,0.0266059,-0.000659195,0.0889101,0.026599,-0.01058,-0.0111339,-0.00255235,-9.61253e-05,-0.00255122,-0.011135,-1.5596,0.00243587,0.00515957,238.217,-11.2467
-8.5,3.5,10.5601,-0.63446,0.107232,10.419,0.0888446,0.0268786,-0.000665905,0.0888518,0.0268714,-0.0107447,-0.0111674,-0.00253986,-0.000129106,-0.00253791,-0.0111694,-1.55584,0.00233232,0.00495273,238.091,-11.3676
-8,3.5,10.654,-0.600832,0.10769,10.5101,0.0887877,0.027132,-0.000672307,0.088795,0.0271246,-0.0109025,-0.0111997,-0.00252946,-0.000150378,-0.00252684,-0.0112023,-1.55346,0.00223014,0.00483447,237.977,-11.4816
-7.5,3.5,10.741,-0.56534,0.108587,10.5957,0.0887316,0.0273609,-0.000677877,0.0887391,0.0273534,-0.0110438,-0.0112214,-0.00252205,-0.000166007,-0.00251888,-0.0112246,-1.55172,0.00212543,0.0049196,237.874,-11.5898
-7,3.5,10.8216,-0.528356,0.109032,10.6734,0.0886837,0.0275695,-0.000678766,0.0886912,0.027562,-0.0111046,-0.0112269,-0.00251805,-0.000181191,-0.00251429,-0.0112307,-1.55,0.00201776,0.0049871,237.768,-11.702
-6.5,3.5,10.8982,-0.490701,0.109453,10.7465,0.0886418,0.0277606,-0.000675088,0.0886492,0.0277531,-0.0110867,-0.0112136,-0.00251788,-0.000197772,-0.00251338,-0.0112181,-1.54807,0.00190668,0.00496481,237.661,-11.8209
-6,3.5,10.9676,-0.452457,0.110415,10.8131,0.0885939,0.0279352,-0.000669232,0.0886013,0.0279278,-0.0110309,-0.0111826,-0.0025215,-0.000212999,-0.00251626,-0.0111878,-1.54622,0.00179227,0.00511043,237.563,-11.9452
-5.5,3.5,11.0329,-0.414233,0.111343,10.8759,0.0885375,0.0280937,-0.000661427,0.0885448,0.0280865,-0.010941,-0.0111364,-0.00252872,-0.000220613,-0.00252306,-0.011142,-1.54519,0.00167515,0.0050892,237.471,-12.0651
-5,3.5,11.0918,-0.374932,0.111792,10.9324,0.0884905,0.0282424,-0.000649506,0.0884975,0.0282354,-0.0107787,-0.0110808,-0.00253912,-0.000213204,-0.00253379,-0.0110861,-1.54586,0.00155532,0.0049534,237.382,-12.1796
-4.5,3.5,11.1433,-0.334507,0.112109,10.9824,0.0884582,0.0283827,-0.000635387,0.0884649,0.028376,-0.0105748,-0.0110246,-0.00255204,-0.000185377,-0.00254795,-0.0110287,-1.54893,0.00143117,0.00482671,237.303,-12.2937
-4,3.5,11.1915,-0.293931,0.112441,11.0286,0.0884236,0.0285167,-0.000624407,0.0884301,0.0285102,-0.0104214,-0.0109788,-0.0025666,-0.000136192,-0.00256433,-0.010981,-1.55462,0.00130087,0.0048342,237.224,-12.4091
-3.5,3.5,11.234,-0.25318,0.112623,11.0685,0.0883833,0.0286451,-0.000614883,0.0883897,0.0286388,-0.0102914,-0.0109538,-0.00258187,-7.02325e-05,-0.00258119,-0.0109545,-1.56241,0.00116906,0.00494124,237.146,-12.5259
-3,3.5,11.2701,-0.212224,0.112991,11.102,0.0883471,0.0287661,-0.000604744,0.0883532,0.02876,-0.0101485,-0.0109566,-0.00259715,3.38993e-06,-0.00259704,-0.0109567,-0.506537,0.00103625,0.00543032,237.072,-12.6467
-2.5,3.5,11.3017,-0.171432,0.11347,11.1314,0.0883278,0.0288777,-0.000596089,0.0883337,0.0288717,-0.0100254,-0.0109878,-0.00261215,7.38189e-05,-0.00261142,-0.0109885,1.56199,0.000898257,0.00591233,237.003,-12.7692
-2,3.5,11.3291,-0.130328,0.113825,11.1576,0.0883361,0.0289792,-0.0005853,0.0883418,0.0289734,-0.00985941,-0.0110413,-0.002627,0.000131562,-0.0026249,-0.0110434,1.55517,0.000757647,0.0058914,236.944,-12.8867
-1.5,3.5,11.3504,-0.0887991,0.114013,11.1775,0.0883673,0.0290681,-0.00056797,0.0883727,0.0290627,-0.00957687,-0.0111065,-0.00264203,0.000171022,-0.00263856,-0.01111,1.55061,0.000620223,0.0052341,236.887,-12.9988
-1,3.5,11.3638,-0.0466932,0.114062,11.1903,0.0884079,0.0291431,-0.00054619,0.0884129,0.029138,-0.00921507,-0.0111713,-0.00265737,0.000190932,-0.00265309,-0.0111756,1.54839,0.000485587,0.00481082,236.839,-13.1126
-0.5,3.5,11.3725,-0.00446084,0.113974,11.1991,0.0884479,0.029205,-0.000524393,0.0884525,0.0292004,-0.00885068,-0.0112256,-0.00267255,0.00019328,-0.00266818,-0.01123,1.54821,0.000352581,0.00476653,236.799,-13.227
7.45058e-09,3.5,11.3761,0.0381875,0.113661,11.2033,0.0884818,0.0292494,-0.000503273,0.0884861,0.0292451,-0.00849578,-0.0112623,-0.00268613,0.000181463,-0.00268228,-0.0112662,1.54965,0.000224809,0.00465396,236.766,-13.3387
0.5,3.5,11.3732,0.08121,0.113373,11.201,0.0885085,0.0292707,-0.000483077,0.0885124,0.0292667,-0.00815418,-0.0112777,-0.00269576,0.000158594,-0.0026928,-0.0112807,1.55233,0.000102705,0.00468387,236.735,-13.4494
1,3.5,11.3648,0.123782,0.113221,11.1924,0.0885404,0.0292708,-0.000465975,0.088544,0.0292671,-0.00786136,-0.0112704,-0.00269854,0.000126908,-0.00269663,-0.0112724,1.556,-1.82576e-05,0.00470442,236.704,-13.5629
1.5,3.5,11.3511,0.165995,0.113088,11.1784,0.0885837,0.0292546,-0.000452346,0.0885871,0.0292512,-0.00762382,-0.011241,-0.00269183,8.83049e-05,-0.00269088,-0.0112419,1.56047,-0.000137908,0.0046072,236.676,-13.6805
2,3.5,11.3318,0.20794,0.112921,11.1592,0.0886288,0.029226,-0.000439259,0.088632,0.0292227,-0.00739411,-0.0111919,-0.00267425,4.5329e-05,-0.00267396,-0.0111922,1.56548,-0.000252183,0.0046771,236.654,-13.7999
2.5,3.5,11.307,0.249695,0.112658,11.1346,0.0886626,0.0291846,-0.000427631,0.0886656,0.0291815,-0.00718928,-0.011129,-0.00264647,1.82911e-06,-0.00264641,-0.0111291,0.126205,-0.000360518,0.00477795,236.636,-13.9194
3,3.5,11.2773,0.290664,0.11214,11.1053,0.0886892,0.0291304,-0.000419992,0.0886921,0.0291275,-0.00705128,-0.0110621,-0.00261145,-3.72484e-05,-0.00261124,-0.0110623,-1.56639,-0.000468683,0.00452992,236.623,-14.0366
3.5,3.5,11.2387,0.330819,0.111664,11.0702,0.0887251,0.0290636,-0.0004146,0.088728,0.0290607,-0.00694878,-0.0110039,-0.00257417,-6.65862e-05,-0.00257362,-0.0110045,-1.5629,-0.000579336,0.0046814,236.632,-14.1539
4,3.5,11.1908,0.370406,0.111396,11.0298,0.0887754,0.0289861,-0.000404973,0.0887781,0.0289834,-0.00677307,-0.0109674,-0.00254045,-8.22065e-05,-0.00253965,-0.0109682,-1.56104,-0.000689344,0.00585038,236.667,-14.2755
4.5,3.5,11.1393,0.410014,0.110854,10.9857,0.0888405,0.028899,-0.000386439,0.088843,0.0288965,-0.00644684,-0.0109614,-0.00251554,-8.29506e-05,-0.00251473,-0.0109622,-1.56098,-0.000799447,0.00692282,236.706,-14.3984
5,3.5,11.0886,0.450368,0.110009,10.9367,0.0889084,0.0287997,-0.000361467,0.0889106,0.0287975,-0.00601355,-0.0109874,-0.00250277,-7.06818e-05,-0.00250218,-0.010988,-1.56246,-0.000914418,0.00705881,236.715,-14.5158
5.5,3.5,11.0362,0.491485,0.10919,10.881,0.0889624,0.0286875,-0.000334287,0.0889642,0.0286857,-0.00554609,-0.0110385,-0.00250258,-4.95188e-05,-0.00250228,-0.0110388,-1.56499,-0.00103687,0.0062717,236.699,-14.6286
6,3.5,10.9772,0.532027,0.108437,10.8194,0.0890001,0.0285627,-0.000303415,0.0890017,0.0285612,-0.00502046,-0.0111015,-0.00251297,-2.51493e-05,-0.00251288,-0.0111016,-1.56786,-0.00116566,0.00495042,236.69,-14.7364
6.5,3.5,10.9097,0.570765,0.107459,10.7531,0.0890402,0.0284246,-0.000263991,0.0890414,0.0284234,-0.00435554,-0.0111614,-0.00253017,-3.139e-06,-0.00253016,-0.0111614,0.202144,-0.00129736,0.00440862,236.708,-14.8477
7,3.5,10.8338,0.60818,0.106308,10.6795,0.0890981,0.0282739,-0.000214871,0.0890989,0.0282731,-0.00353325,-0.0112063,-0.00254979,1.23903e-05,-0.00254977,-0.0112063,1.46979,-0.00143269,0.0046438,236.735,-14.9673
7.5,3.5,10.752,0.644596,0.1056,10.5986,0.0891574,0.0281117,-0.000161024,0.0891578,0.0281113,-0.00263837,-0.0112304,-0.00256801,1.95814e-05,-0.00256796,-0.0112304,1.44641,-0.0015753,0.00476948,236.759,-15.0902
8,3.5,10.6641,0.68022,0.105113,10.5127,0.0891926,0.0279364,-0.000105732,0.0891928,0.0279362,-0.0017266,-0.0112347,-0.00258229,1.88036e-05,-0.00258225,-0.0112347,1.42207,-0.00172276,0.00466304,236.792,-15.2139
8.5,3.5,10.5703,0.715257,0.104481,10.4229,0.0892124,0.0277455,-4.93555e-05,0.0892125,0.0277454,-0.000803493,-0.0112248,-0.00259176,1.16953e-05,-0.00259174,-0.0112248,1.40007,-0.00186834,0.00455251,236.841,-15.3338
9,3.5,10.4709,0.74938,0.103626,10.3278,0.0892408,0.0275355,3.73578e-06,0.0892408,0.0275355,6.00466e-05,-0.0112082,-0.00259695,6.82473e-08,-0.00259694,-0.0112082,-0.717891,-0.00201148,0.00459837,236.896,-15.4476
9.5,3.5,10.3671,0.782162,0.102522,10.2272,0.0892793,0.0273063,5.06195e-05,0.0892793,0.0273062,0.000816402,-0.0111914,-0.00259926,-1.47119e-05,-0.00259923,-0.0111914,-1.56908,-0.00215628,0.00455299,236.948,-15.5591
10,3.5,10.259,0.813693,0.101258,10.1211,0.0893198,0.0270606,9.69071e-05,0.08932,0.0270604,0.00155615,-0.0111791,-0.00260044,-3.1565e-05,-0.00260031,-0.0111792,-1.56712,-0.0023004,0.00419018,236.996,-15.6731
10.5,3.5,10.1416,0.844268,0.0998502,10.0085,0.0893589,0.0268017,0.000146472,0.0893592,0.0268014,0.00234108,-0.0111737,-0.00260207,-4.91542e-05,-0.00260178,-0.0111739,-1.56506,-0.00244078,0.00409189,237.065,-15.7934
11,3.5,10.0173,0.873973,0.0985432,9.89008,0.0893949,0.0265283,0.000194139,0.0893955,0.0265277,0.00308789,-0.0111757,-0.00260534,-6.56119e-05,-0.00260483,-0.0111762,-1.56314,-0.00258029,0.00449861,237.145,-15.9136
11.5,3.5,9.88992,0.901696,0.097275,9.76665,0.0894179,0.026236,0.000237947,0.0894189,0.0262351,0.00376594,-0.0111842,-0.00261091,-7.84947e-05,-0.00261018,-0.0111849,-1.56164,-0.00271808,0.00479627,237.217,-16.0399
12,3.5,9.75834,0.927695,0.0959564,9.63755,0.089427,0.0259263,0.00028373,0.0894283,0.025925,0.00446807,-0.0111974,-0.00261886,-8.51802e-05,-0.00261801,-0.0111983,-1.56087,-0.0028559,0.00476133,237.284,-16.1615
12.5,3.5,9.61652,0.952722,0.0947398,9.50137,0.0894248,0.0256022,0.000338006,0.0894266,0.0256004,0.0052959,-0.0112132,-0.00262891,-8.38381e-05,-0.00262809,-0.011214,-1.56103,-0.00299564,0.00461478,237.375,-16.2827
13,3.5,9.46609,0.976121,0.0934391,9.35855,0.0894116,0.0252634,0.000403517,0.0894142,0.0252608,0.0062898,-0.0112298,-0.00264043,-7.42337e-05,-0.00263978,-0.0112304,-1.56215,-0.00313835,0.00449276,237.48,-16.4076
13.5,3.5,9.31328,0.997933,0.091893,9.21212,0.0893955,0.0249082,0.000475362,0.089399,0.0249046,0.00737034,-0.0112459,-0.00265257,-5.83375e-05,-0.00265217,-0.0112463,-1.56401,-0.0032818,0.0043257,237.583,-16.5318
14,3.5,9.1548,1.01784,0.0903817,9.05919,0.0893661,0.0245347,0.000543567,0.0893707,0.0245301,0.00838282,-0.0112614,-0.00266465,-3.89637e-05,-0.00266446,-0.0112616,-1.56626,-0.00342757,0.00425205,237.686,-16.6502
14.5,3.5,8.98841,1.0361,0.0887407,8.89872,0.0893329,0.024144,0.000604351,0.0893385,0.0241383,0.00926873,-0.0112764,-0.00267612,-1.93332e-05,-0.00267606,-0.0112764,-1.56855,-0.00357164,0.00437817,237.794,-16.7702
15,3.5,8.81452,1.05234,0.0871878,8.73114,0.089323,0.0237343,0.000662141,0.0893297,0.0237276,0.0100927,-0.0112917,-0.00268669,-2.15174e-06,-0.00268667,-0.0112917,-0.629499,-0.00370614,0.00433518,237.91,-16.895
15.5,3.5,8.63379,1.06607,0.0854455,8.55652,0.0893404,0.0233054,0.000715689,0.0893482,0.0232976,0.0108349,-0.0113083,-0.00269627,1.08896e-05,-0.00269625,-0.0113083,1.14949,-0.00383619,0.00431201,238.028,-17.0204
16,3.5,8.44767,1.07774,0.0836862,8.37645,0.0893727,0.0228577,0.000760069,0.0893814,0.022849,0.0114235,-0.0113268,-0.00270493,1.93375e-05,-0.00270488,-0.0113268,1.56855,-0.00396534,0.00442883,238.151,-17.1444
16.5,3.5,8.25352,1.08735,0.081889,8.18943,0.0894374,0.0223905,0.000794277,0.0894469,0.022381,0.0118453,-0.0113475,-0.00271287,2.41188e-05,-0.0027128,-0.0113475,1.568,-0.0040855,0.00457351,238.285,-17.2712
17,3.5,8.05219,1.09483,0.0802877,7.99575,0.0895434,0.021899,0.000821001,0.0895534,0.021889,0.0121359,-0.0113691,-0.00271977,2.62436e-05,-0.00271969,-0.0113692,1.56776,-0.00419933,0.00473735,238.426,-17.4002
17.5,3.5,7.84508,1.0996,0.0783565,7.79519,0.0896692,0.02138,0.000839336,0.0896796,0.0213697,0.0122898,-0.01139,-0.00272545,2.73113e-05,-0.00272536,-0.0113901,1.56764,-0.00430522,0.00497632,238.566,-17.524
18,3.5,7.63053,1.10179,0.0759948,7.58781,0.0898126,0.0208362,0.000852682,0.0898232,0.0208256,0.0123608,-0.0114068,-0.00272943,2.80382e-05,-0.00272934,-0.0114069,1.56757,-0.00440312,0.0052881,238.714,-17.6469
18.5,3.5,7.40716,1.10144,0.0740242,7.37313,0.0900024,0.020272,0.000860977,0.0900131,0.0202613,0.012346,-0.0114166,-0.00273123,2.8406e-05,-0.00273113,-0.0114167,1.56753,-0.00449498,0.0053675,238.876,-17.7749
19,3.5,7.17711,1.09905,0.0723109,7.1518,0.0902303,0.0196873,0.000861776,0.0902409,0.0196767,0.0122147,-0.0114182,-0.00273034,2.81773e-05,-0.00273025,-0.0114183,1.56755,-0.00457984,0.00524969,239.043,-17.9063
19.5,3.5,6.93963,1.0929,0.0702142,6.922,0.0904759,0.0190755,0.000861438,0.0904864,0.019065,0.0120629,-0.0114134,-0.00272621,2.75965e-05,-0.00272612,-0.0114135,1.56762,-0.00465998,0.0051034,239.209,-18.0326
20,3.5,6.69273,1.08348,0.0680419,6.68405,0.090709,0.0184386,0.000861546,0.0907194,0.0184282,0.0119186,-0.0114083,-0.00271925,2.80775e-05,-0.00271916,-0.0114084,1.56756,-0.00474286,0.00517685,239.388,-18.1583
20.5,3.5,6.43917,1.0715,0.0660699,6.43966,0.0909268,0.0177758,0.000862788,0.0909371,0.0177655,0.0117914,-0.0114096,-0.00271005,3.16831e-05,-0.00270993,-0.0114097,1.56715,-0.00482848,0.00515148,239.574,-18.29
21,3.5,6.1785,1.05623,0.0636033,6.18837,0.0911511,0.0170849,0.000871221,0.0911614,0.0170746,0.0117585,-0.0114224,-0.00269928,4.02015e-05,-0.00269909,-0.0114226,1.56619,-0.00491554,0.00533143,239.766,-18.4259
21.5,3.5,5.90858,1.03792,0.0610827,5.92912,0.0913811,0.0163673,0.000888361,0.0913917,0.0163567,0.0118427,-0.0114478,-0.00268819,5.43466e-05,-0.00268783,-0.0114481,1.56459,-0.00500219,0.00555381,239.971,-18.5653
22,3.5,5.62923,1.0168,0.0584241,5.6609,0.0916214,0.0156217,0.000907765,0.0916323,0.0156108,0.0119435,-0.0114839,-0.0026773,7.37556e-05,-0.00267667,-0.0114845,1.56242,-0.0050956,0.00572699,240.184,-18.7016
22.5,3.5,5.34254,0.991725,0.0562071,5.38336,0.0918818,0.0148452,0.000933755,0.0918931,0.0148339,0.0121191,-0.0115256,-0.00266779,9.75715e-05,-0.00266671,-0.0115267,1.55978,-0.00519602,0.00592221,240.391,-18.831
23,3.5,5.04753,0.962284,0.0539553,5.09768,0.0921469,0.0140368,0.000971282,0.092159,0.0140247,0.0124319,-0.0115696,-0.00266033,0.000125005,-0.00265857,-0.0115713,1.55677,-0.00530624,0.00595441,240.606,-18.9632
23.5,3.5,4.74183,0.927456,0.05127,4.80295,0.0924179,0.0131953,0.00102383,0.0924312,0.013182,0.0129184,-0.0116109,-0.00265486,0.000155231,-0.00265215,-0.0116136,1.55347,-0.00543476,0.00610673,240.837,-19.0999
24,3.5,4.427,0.889064,0.0484568,4.50192,0.0927398,0.0123244,0.00109621,0.0927548,0.0123094,0.0136243,-0.0116525,-0.00265045,0.000187612,-0.00264653,-0.0116564,1.54997,-0.00558248,0.00647204,241.091,-19.2354
24.5,3.5,4.10302,0.845982,0.0456054,4.1899,0.0931348,0.0114231,0.00118871,0.0931521,0.0114058,0.0145425,-0.011698,-0.00264728,0.000221309,-0.00264185,-0.0117034,1.54636,-0.00574542,0.00677814,241.34,-19.3701
25,3.5,3.77121,0.798763,0.0430579,3.86791,0.093574,0.0104929,0.00128792,0.093594,0.0104729,0.0154958,-0.0117519,-0.00264177,0.000253968,-0.00263469,-0.011759,1.54295,-0.00592395,0.0069527,241.584,-19.5089
25.5,3.5,3.42439,0.74558,0.0403113,3.53331,0.0940449,0.00952906,0.00139427,0.0940679,0.00950604,0.0164909,-0.011818,-0.00263401,0.000282614,-0.00262532,-0.0118267,1.54006,-0.00611821,0.00736663,241.848,-19.653
26,3.5,3.06826,0.688072,0.0368371,3.19083,0.094815,0.008533,0.00151064,0.0948415,0.00850652,0.0174966,-0.0119018,-0.00262336,0.000303981,-0.00261341,-0.0119117,1.53808,-0.00633013,0.00789833,242.129,-19.7936
26.5,3.5,2.70432,0.624661,0.0339916,2.83908,0.0958378,0.00751463,0.00164479,0.0958685,0.00748396,0.0186075,-0.0120051,-0.0026114,0.000319362,-0.00260055,-0.0120159,1.53685,-0.00656336,0.00819818,242.408,-19.9454
27,3.5,2.32738,0.554552,0.0305787,2.4749,0.0969292,0.00647184,0.00177809,0.0969641,0.00643688,0.0196443,-0.0121314,-0.00260222,0.000331268,-0.0025907,-0.0121429,1.53609,-0.00680184,0.00818679,242.699,-20.1015
27.5,3.5,1.93608,0.478945,0.0271708,2.09914,0.0983064,0.00540057,0.00192014,0.0983461,0.00536088,0.0206547,-0.0122855,-0.00259185,0.000343476,-0.00257969,-0.0122976,1.53542,-0.00705452,0.00848828,243.013,-20.2436
28,3.5,1.53177,0.397586,0.0245642,1.7115,0.10014,0.0042969,0.00207658,0.100185,0.0042519,0.0216469,-0.0124796,-0.00258596,0.000362275,-0.0025727,-0.0124928,1.53425,-0.00732015,0.00948068,243.342,-20.385
28.5,3.5,1.11726,0.308967,0.0209228,1.31281,0.10258,0.00316391,0.00225899,0.102632,0.00311254,0.0226945,-0.0127213,-0.00258526,0.00039189,-0.00257012,-0.0127364,1.53222,-0.00760366,0.0100007,243.676,-20.5367
29,3.5,0.68335,0.211382,0.0179771,0.896632,0.105758,0.00201505,0.00247034,0.105817,0.00195622,0.0237894,-0.0130163,-0.00259292,0.000431179,-0.0025751,-0.0130341,1.52954,-0.00792933,0.0120485,244.03,-20.6987
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
